Seq,SOURCEID,ObsID,RAdeg,DEdeg,e_Pos,DistNN,ExtFlag,InXMM,InChandra,FSoft,e_FSoft,CtSoft,SoftDetml,FHard,e_FHard,CtHard,HardDetml,FFull,e_FFull,CtFull,FullDetml,logLSoft,logLHard,logLFull,RejS,SDSS,RASdeg,DESdeg,RelS,rS,CoaddS,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,SpecID,Class,zsp,r_zsp,WISE,RAWdeg,DEWdeg,e_RAWdeg,e_DEWdeg,RelW,rW,W1mag,e_W1mag,W1SNR,W2mag,e_W2mag,W2SNR,W3mag,e_W3mag,W3SNR,W4mag,e_W4mag,W4SNR,ExtW,RejW,UKIDSS,RAUdeg,DEUdeg,RelU,rU,Ymag,e_Ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,RejU,VHS,RAVdeg,DEVdeg,RelV,rV,JVmag,e_JVmag,HVmag,e_HVmag,KVmag,e_KVmag,RejV,GALEX,RAGdeg,DEGdeg,e_NUVPos,e_FUVPos,RelG,rG,NUV,e_NUV,FUV,e_FUV,FIRST,RAFdeg,DEFdeg,rF,F1.4GHz,e_F1.4GHz,RAHdeg,DEHdeg,rH,F250,e_F250,F350,e_F350,F500,e_F500,XMMAO10CP,ChCP,CPCoord,RA,DEC,SIGRA,SIGDEC,EPOCH,EBV,AY,AJ,AH,AK,MERGEDCLASS,MERGEDCLASSSTAT,YHALLMAG,YHALLMAGERR,YPETROMAG,YPETROMAGERR,YPSFMAG,YPSFMAGERR,YAPERMAG3,YAPERMAG3ERR,J_1HALLMAG,J_1HALLMAGERR,J_1PETROMAG,J_1PETROMAGERR,J_1PSFMAG,J_1PSFMAGERR,J_1APERMAG3,J_1APERMAG3ERR,HHALLMAG,HHALLMAGERR,HPETROMAG,HPETROMAGERR,HPSFMAG,HPSFMAGERR,HAPERMAG3,HAPERMAG3ERR,KHALLMAG,KHALLMAGERR,KPETROMAG,KPETROMAGERR,KPSFMAG,KPSFMAGERR,KAPERMAG3,KAPERMAG3ERR
5036,433830790332,747440101.0,27.292,0.216,4.2,101.6,0.0,no,no,0.49,0.13,24.47,17.25,1.92,0.61,18.08,8.8,1.7,0.36,39.29,24.73,-999.0,-999.0,-999.0,no,1237657071159083211,27.292,0.216,0.98,1.64,no,21.11,0.17,20.97,0.06,20.19,0.06,19.8,0.06,19.79,0.21,,,-999.0,,J014910.08+001258.5,27.29,0.22,0.14,0.14,0.9749,0.98,16.22,0.06,19.2,15.11,0.07,14.7,11.91,0.23,4.7,8.7,,1.0,no,no,433830790332,27.292,0.216,0.912,1.59,19.87,0.15,,,18.54,0.19,18.05,0.21,no,472447342569,27.292,0.216,0.947,1.1,19.27,0.1,18.77,0.12,17.9,0.15,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.292055156409855,0.2164661293363929,,,2005.9240324161533,0.042239561676979065,0.05115210637450218,0.037550970911979675,0.024414466693997383,0.01520624291151762,1,4.571067810058594,19.605348587036133,0.2668139636516571,19.605348587036133,0.2668139636516571,,,19.869192123413086,0.1487690508365631,,,,,,,,,17.818655014038086,0.20696920156478882,17.818655014038086,0.20696920156478882,,,18.541353225708008,0.19142717123031616,17.66282844543457,0.26067858934402466,17.66282844543457,0.26067858934402466,,,18.04579734802246,0.20964232087135315
5037,433830790338,747440101.0,27.292,0.143,3.7,61.1,0.0,no,no,0.66,0.14,32.28,35.55,1.75,0.51,21.92,12.37,1.79,0.31,57.11,43.1,-999.0,-999.0,-999.0,no,,,,,,no,,,,,,,,,,,,,-999.0,,J014910.25+000835.4,27.29,0.14,0.12,0.12,0.983,1.83,15.72,0.05,24.1,15.17,0.08,13.4,12.15,,1.4,9.11,,-0.1,no,no,433830790338,27.293,0.143,0.934,1.46,19.04,0.07,18.55,0.09,17.61,0.08,16.79,0.07,no,472447344137,27.293,0.143,0.965,1.58,18.48,0.05,17.56,0.04,16.88,0.06,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.292699828392745,0.14298308974370547,,,2005.9240324161533,0.04080421105027199,0.04941389709711075,0.03627494350075722,0.02358483523130417,0.01468951627612114,1,6.047570705413818,20.319623947143555,0.5037857890129089,17.709619522094727,0.0740441083908081,,,19.038671493530273,0.07141855359077454,18.49225425720215,0.1145910695195198,18.27692413330078,0.14420169591903687,,,18.5507755279541,0.09130571037530899,17.179035186767578,0.13577651977539062,17.20322608947754,0.14589658379554749,,,17.60700035095215,0.08174900710582733,16.42713737487793,0.11160177737474442,16.283424377441406,0.16309009492397308,,,16.78948211669922,0.06667282432317734
5040,433834247969,747440101.0,27.304,-0.323,3.1,131.2,0.0,no,no,0.74,0.13,48.21,55.98,1.22,0.46,12.9,6.74,2.06,0.34,55.78,56.72,-999.0,-999.0,-999.0,no,,27.305,-0.323,0.98,4.46,yes,21.93,0.04,21.29,0.01,20.41,0.01,19.81,0.01,19.44,0.02,,,-999.0,,J014913.20-001921.2,27.31,-0.32,0.13,0.13,0.9756,4.45,15.83,0.05,22.3,15.48,0.11,9.9,12.64,,0.3,8.63,,1.0,no,no,433834247969,27.305,-0.323,0.888,4.66,19.21,0.1,18.77,0.13,17.62,0.09,17.1,0.09,no,472469140815,27.305,-0.323,0.942,4.65,18.53,0.04,17.76,0.03,17.02,0.05,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.305088157009845,-0.32257425027591496,,,2005.9240324161533,0.0320829413831234,0.03885244205594063,0.028521735221147537,0.018543940037488937,0.011549859307706356,1,5.389004707336426,19.048839569091797,0.1597374677658081,19.029451370239258,0.23816829919815063,,,19.212745666503906,0.09581948071718216,18.629915237426758,0.11320573836565018,18.288393020629883,0.11078285425901413,,,18.765501022338867,0.1264600306749344,16.962371826171875,0.105890192091465,17.009469985961914,0.146639883518219,,,17.624868392944336,0.09399834275245667,16.443511962890625,0.12204506248235703,16.55796241760254,0.19360169768333435,,,17.102062225341797,0.09417909383773804
5041,433830790533,747440101.0,27.313,0.239,3.9,112.5,0.0,no,no,0.65,0.15,29.8,27.54,1.37,0.51,10.59,9.32,1.79,0.38,36.48,30.29,-999.0,-999.0,-999.0,no,1237657071159083214,27.313,0.239,0.96,3.42,no,22.09,0.18,21.48,0.04,21.31,0.05,21.17,0.06,20.61,0.18,,,-999.0,,J014915.04+001420.1,27.31,0.24,0.26,0.28,0.9562,2.84,16.86,0.09,11.4,16.11,0.18,6.0,12.81,0.54,2.0,8.75,,1.2,no,no,433830790533,27.313,0.239,0.882,3.42,,,19.9,0.31,,,,,no,472447342094,27.313,0.239,0.943,3.36,19.28,0.1,19.12,0.16,18.44,0.25,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.312518885884707,0.2390072845025615,,,2005.924078001369,0.04155866429209709,0.05032753944396973,0.0369456522166729,0.024020908400416374,0.0149611197412014,-1,-1.7807493209838867,,,,,,,,,19.850168228149414,0.3324194550514221,19.850168228149414,0.3324194550514221,,,19.898334503173828,0.3126203417778015,,,,,,,,,,,,,,,,
5043,433828254028,747440101.0,27.319,0.567,3.6,147.4,0.0,no,no,2.46,0.42,45.54,76.69,8.34,2.07,26.03,23.82,8.58,1.19,70.83,95.67,-999.0,-999.0,-999.0,no,1237663784746221874,27.319,0.567,0.96,0.73,no,22.06,0.14,21.47,0.05,20.77,0.03,20.61,0.04,19.54,0.06,,,-999.0,,J014916.55+003400.4,27.32,0.57,0.13,0.13,0.9815,0.64,16.06,0.05,20.3,15.08,0.07,14.9,11.32,0.13,8.4,8.26,0.21,5.1,no,no,433828254028,27.319,0.567,0.942,0.75,19.44,0.13,19.16,0.17,17.94,0.11,17.28,0.09,no,472447337100,27.319,0.567,0.971,0.56,18.79,0.06,18.1,0.06,17.35,0.09,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.31902505706994,0.5667878568071066,,,2005.9241481724846,0.037233833223581314,0.045090172439813614,0.033100876957178116,0.021521156653761864,0.0134041802957654,-2,1.4182487726211548,19.76650619506836,0.3416861593723297,19.784862518310547,0.3539997935295105,,,19.44308853149414,0.13085012137889862,19.139406204223633,0.2467595636844635,19.10499382019043,0.25069478154182434,,,19.157939910888672,0.16551882028579712,18.04153823852539,0.27815189957618713,18.097463607788086,0.27966606616973877,,,17.93909454345703,0.11263687908649445,17.057104110717773,0.13256630301475525,17.002361297607422,0.21534262597560883,,,17.284509658813477,0.0901244580745697
5049,433828254002,747440101.0,27.335,0.604,3.8,147.4,0.0,no,no,8.84,1.99,25.64,59.56,0.0,0.0,0.0,0.0,18.39,4.23,25.83,41.78,-999.0,-999.0,-999.0,yes,1237663784746221642,27.334,0.605,0.91,3.71,no,,,,,,,,,,,,,-999.0,,J014920.26+003617.3,27.33,0.6,0.03,0.03,0.9989,2.67,8.32,0.02,47.2,8.33,0.02,56.0,8.35,0.02,49.0,8.33,0.24,4.5,no,no,433828254002,27.334,0.605,0.931,3.4,11.5,0.0,9.75,0.0,11.3,0.0,10.28,0.0,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.334255297534053,0.6049368476491838,,,2005.9241481724846,0.03710220381617546,0.04493076726794243,0.03298385813832283,0.021445075049996376,0.01335679367184639,-1,129.9356689453125,9.607136726379395,0.0002791848673950881,9.760054588317871,0.0003013017703779042,,,11.50295639038086,0.000758108333684504,9.019722938537598,0.00020231105736456811,9.044547080993652,0.00020495046919677407,,,9.748964309692383,0.0002988839114550501,9.336798667907715,0.00035771963302977383,9.3898344039917,0.0003702480753418058,,,11.303119659423828,0.0008040511747822165,9.050324440002441,0.0003942347248084843,9.058329582214355,0.0003981789341196418,,,10.278529167175293,0.0006526958313770592
5052,433829014091,747440101.0,27.338,0.436,2.5,146.3,0.0,no,no,0.49,0.13,19.32,25.4,0.0,0.0,0.0,0.0,1.48,0.35,26.13,27.8,-999.0,-999.0,-999.0,no,1237663784746222188,27.338,0.436,0.97,2.38,no,22.78,0.23,22.81,0.13,22.45,0.13,21.97,0.13,21.46,0.25,,,-999.0,,J014921.01+002611.1,27.34,0.44,0.21,0.21,0.9777,2.24,16.61,0.08,14.5,15.84,0.14,8.0,12.3,,1.5,8.76,,1.3,no,no,433829014091,27.338,0.436,0.95,2.17,20.08,0.19,,,,,17.82,0.17,no,472447338917,27.338,0.436,0.968,2.47,19.83,0.16,18.83,0.12,18.03,0.17,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.337602364460885,0.43628273820083946,,,2005.924034387406,0.037703439593315125,0.045658864080905914,0.03351835906505585,0.021792588755488396,0.013573238626122475,-2,0.4918118119239807,19.750633239746094,0.1997729390859604,19.855310440063477,0.2740817964076996,,,20.082408905029297,0.19015122950077057,,,,,,,,,,,,,,,,,17.6452579498291,0.21092472970485687,17.802532196044922,0.34168994426727295,,,17.823942184448242,0.17328505218029022
5054,433830790455,747440101.0,27.34,0.093,3.0,129.3,0.0,no,no,1.43,0.2,65.06,115.48,2.36,0.66,19.94,15.63,4.1,0.52,85.06,121.84,45.0,45.21,45.45,no,1237663784209350719,27.34,0.093,0.99,0.97,no,20.8,0.06,19.91,0.01,19.7,0.02,19.76,0.02,19.63,0.06,4766075134572949504,QSO,2.798,11.0,J014921.67+000536.0,27.34,0.09,0.16,0.17,0.9865,0.48,,,,,,,11.74,0.19,5.8,8.69,0.29,3.8,no,no,433830790455,27.34,0.093,0.964,0.95,18.86,0.06,18.53,0.09,18.27,0.15,17.9,0.19,no,472447345311,27.34,0.093,0.98,1.0,18.45,0.05,18.18,0.07,17.63,0.12,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.34034407434671,0.09346538251361278,,,2005.9240324161533,0.0365331768989563,0.04424167424440384,0.03247799351811409,0.02111617662012577,0.013151944614946842,-1,0.7506692409515381,18.68613052368164,0.09734781086444855,18.666851043701172,0.12729640305042267,,,18.860071182250977,0.06129375472664833,18.49761199951172,0.12131384015083313,18.482452392578125,0.16863112151622772,,,18.5288143157959,0.0904979258775711,18.208581924438477,0.21478413045406342,18.0566463470459,0.2608829438686371,,,18.26728057861328,0.1508997082710266,17.90143394470215,0.307986319065094,17.963626861572266,0.3912805914878845,,,17.89912223815918,0.1867009997367859
5056,433830732834,747440101.0,27.35,0.269,4.8,169.0,0.0,no,no,0.75,0.24,14.35,14.58,2.65,1.15,8.78,6.54,2.64,0.72,21.29,17.06,-999.0,-999.0,-999.0,no,1237657071159083225,27.349,0.269,0.91,0.93,no,21.61,0.13,21.57,0.05,21.85,0.08,21.58,0.1,21.31,0.32,,,-999.0,,J014923.91+001608.4,27.35,0.27,0.23,0.24,0.9049,0.64,16.7,0.08,13.1,15.89,0.15,7.1,12.02,,1.9,9.06,,0.3,no,no,433830732834,27.349,0.269,0.882,1.12,,,,,,,18.22,0.24,no,472447341533,27.349,0.269,0.927,0.9,19.54,0.12,19.14,0.16,18.16,0.2,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.349381452452484,0.2690830386493421,,,2005.8912283367556,0.040576957166194916,0.04913869500160217,0.03607291355729103,0.0234534814953804,0.014607705175876617,1,1.4209426641464233,,,,,,,,,,,,,,,,,,,,,,,,,17.750307083129883,0.3137967884540558,17.750307083129883,0.3137967884540558,,,18.221153259277344,0.24239327013492584
5058,433830732836,747440101.0,27.353,0.127,4.8,115.4,0.0,no,no,0.29,0.1,16.64,9.82,1.4,0.58,11.66,6.17,1.29,0.32,33.1,19.11,-999.0,-999.0,-999.0,no,,27.354,0.126,0.91,2.12,yes,23.08,0.09,23.39,0.05,22.87,0.05,22.95,0.07,22.5,0.19,,,-999.0,,J014924.95+000733.5,27.35,0.13,0.23,0.24,0.931,4.1,16.77,0.09,12.1,15.74,0.13,8.4,12.81,,-0.1,8.88,,0.5,no,no,433830732836,27.351,0.126,0.788,6.15,,,,,,,17.9,0.18,no,472447344637,27.351,0.126,0.853,6.12,19.89,0.18,19.06,0.15,18.15,0.2,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,27.351454401515888,0.1264427355095353,,,2005.8912283367556,0.03707020357251167,0.04489201679825783,0.032955411821603775,0.021426577121019363,0.013345274142920971,1,1.8376048803329468,,,,,,,,,,,,,,,,,,,,,,,,,17.68437957763672,0.2885664701461792,17.68437957763672,0.2885664701461792,,,17.898746490478516,0.17633965611457825
5059,433828982243,747440101.0,27.356,0.473,4.2,146.3,0.0,no,no,0.4,0.13,13.95,11.05,0.0,0.0,0.0,0.0,1.31,0.38,19.7,15.31,-999.0,-999.0,-999.0,no,1237663784746221903,27.357,0.472,0.98,4.25,no,20.83,0.06,20.66,0.03,20.63,0.03,20.55,0.04,20.12,0.09,,,-999.0,,J014925.68+002819.6,27.36,0.47,0.18,0.19,0.9305,4.75,16.59,0.08,14.4,15.38,0.09,12.2,12.45,0.36,3.0,9.3,,-0.4,no,no,433828982243,27.357,0.472,0.868,4.07,19.93,0.14,,,,,,,no,472447338444,27.357,0.472,0.928,4.13,19.19,0.09,18.89,0.12,18.15,0.19,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.356877513616617,0.4722428016876115,,,2005.924038384668,0.03703941032290459,0.044854722917079926,0.03292803466320038,0.02140877954661846,0.013334188610315323,1,1.0761981010437012,20.075284957885742,0.2991768419742584,20.17828941345215,0.3950592279434204,,,19.93253517150879,0.1438589245080948,,,,,,,,,,,,,,,,,,,,,,,,
5062,433834195560,747440101.0,27.362,-0.299,0.8,71.7,0.0,no,no,11.89,0.45,832.31,2574.87,17.85,1.37,223.75,438.1,33.5,1.12,1056.48,2893.26,43.76,43.93,44.21,no,1237663783672480174,27.362,-0.299,1.0,2.02,no,19.99,0.05,19.65,0.02,18.91,0.02,18.52,0.01,17.91,0.03,1211524973500327936,QSO,0.371,11.0,J014926.96-001755.2,27.36,-0.3,0.08,0.08,0.996,2.05,14.92,0.04,31.4,14.32,0.05,21.8,11.94,0.3,3.7,8.34,,1.7,no,no,433834195560,27.362,-0.299,0.982,2.02,18.2,0.04,17.53,0.04,16.88,0.05,16.08,0.04,no,472469139847,27.362,-0.299,0.988,2.06,17.5,0.02,16.78,0.01,16.05,0.02,no,3779085373845538370,27.362,-0.299,0.66,0.68,1.0,0.92,20.36,0.05,20.97,0.08,,,,,,,,,,,,,,,,,,0.0,27.362328557620277,-0.2985707326750473,,,2005.924036440794,0.032479044049978256,0.03933212161064148,0.0288738701492548,0.01877288706600666,0.011692455969750881,1,14.560587882995605,17.541582107543945,0.05921986326575279,17.738204956054688,0.11810324341058731,,,18.196338653564453,0.04109492897987366,16.927776336669922,0.06116132810711861,16.929231643676758,0.09698538482189178,,,17.53024673461914,0.04104475677013397,16.29489517211914,0.0817178264260292,16.61937713623047,0.19358976185321808,,,16.87775421142578,0.051205337047576904,15.564591407775879,0.05799033120274544,15.636906623840332,0.12863823771476746,,,16.083457946777344,0.03678432106971741
5063,433830732242,747440101.0,27.373,0.152,1.4,108.7,0.0,no,no,1.58,0.17,111.89,178.69,0.0,0.0,0.0,0.0,3.98,0.43,125.63,145.67,-999.0,-999.0,-999.0,no,1237663784209350828,27.373,0.151,0.99,2.65,no,20.69,0.05,18.29,0.01,16.81,0.01,15.53,0.0,14.83,0.01,,,-999.0,,J014929.47+000904.4,27.37,0.15,0.04,0.04,0.9958,2.37,12.42,0.02,48.1,12.28,0.02,47.2,12.48,0.4,2.7,9.2,0.5,2.2,no,no,433830732242,27.373,0.151,0.983,2.45,13.92,0.0,13.37,0.0,12.8,0.0,12.54,0.0,no,472447343984,27.373,0.151,0.993,2.35,13.39,0.0,12.8,0.0,12.58,0.0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.372795035127307,0.15124377849102488,,,2005.924036440794,0.03705013915896416,0.04486771672964096,0.03293757513165474,0.02141498029232025,0.013338050805032253,-1,-2.111388683319092,13.946273803710938,0.002473682165145874,13.946273803710938,0.002473682165145874,,,13.920307159423828,0.002380137797445059,13.415048599243164,0.0020366564858704805,13.399728775024414,0.0022687024902552366,,,13.372243881225586,0.0017728740349411964,12.827736854553223,0.002548578893765807,12.814384460449219,0.00283853174187243,,,12.803449630737305,0.0018923523603007197,12.565917015075684,0.003118694294244051,12.556997299194336,0.0033340451773256063,,,12.540212631225586,0.0022182108368724585
5064,433834195602,747440101.0,27.378,-0.31,3.0,40.3,0.0,no,no,0.41,0.11,22.64,17.98,0.0,0.0,0.0,0.0,1.09,0.3,28.07,14.66,-999.0,-999.0,-999.0,no,1237663783672480746,27.379,-0.31,0.94,1.87,no,22.33,0.27,21.94,0.1,20.82,0.06,20.05,0.04,19.49,0.09,,,-999.0,,J014930.90-001835.7,27.38,-0.31,0.13,0.14,0.9889,1.89,15.87,0.05,21.5,15.41,0.1,11.3,12.47,0.42,2.6,8.63,,1.2,no,no,433834195602,27.379,-0.31,0.953,2.05,19.37,0.11,18.75,0.12,17.9,0.13,16.85,0.07,no,472469140328,27.379,-0.31,0.933,1.96,18.64,0.04,17.75,0.03,16.88,0.04,no,3779085373843441052,27.378,-0.309,1.31,,0.81,2.58,23.46,0.36,,,,,,,,,,,,,,,,,,,,0.0,27.378809375148837,-0.30994780238656516,,,2005.924036440794,0.03194756805896759,0.038688503205776215,0.028401387855410576,0.018465694040060043,0.011501125060021877,1,5.03262186050415,18.689208984375,0.12375371158123016,18.47632598876953,0.12900668382644653,,,19.369182586669922,0.1133512631058693,18.85662078857422,0.1210373267531395,18.811933517456055,0.11949041485786438,,,18.7537841796875,0.12378743290901184,17.567129135131836,0.23388050496578217,17.567129135131836,0.23388050496578217,,,17.902584075927734,0.12932775914669037,16.59781265258789,0.12000460177659988,16.44316864013672,0.17835329473018646,,,16.85372543334961,0.07372412085533142
5065,433834195741,747440101.0,27.381,-0.353,3.9,133.9,0.0,no,no,1.38,0.16,107.96,152.83,1.76,0.51,24.92,10.19,3.84,0.41,135.27,145.33,44.23,0.0,44.67,no,1237663783672479997,27.381,-0.353,0.97,3.11,no,20.22,0.04,20.04,0.02,19.77,0.02,19.7,0.02,19.76,0.06,787023863035750400,QSO,1.382,11.0,J014931.50-002109.8,27.38,-0.35,0.18,0.19,0.9751,2.37,16.42,0.07,15.2,15.27,0.09,11.6,12.68,0.5,2.2,8.54,,1.4,no,no,433834195741,27.382,-0.353,0.912,3.3,19.45,0.12,,,17.89,0.13,17.83,0.18,no,472469141919,27.381,-0.353,0.946,3.22,19.14,0.06,18.41,0.06,18.09,0.12,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.381506855714143,-0.35268364584249806,,,2005.924036440794,0.03111378103494644,0.0376787893474102,0.027660151943564415,0.01798376627266407,0.011200961656868458,-1,0.997768759727478,19.13811683654785,0.2111271321773529,19.11563491821289,0.21275004744529724,,,19.449939727783203,0.12278925627470016,,,,,,,,,18.034894943237305,0.29558783769607544,18.113662719726562,0.30723464488983154,,,17.89480209350586,0.12833572924137115,17.865413665771484,0.30961981415748596,18.01823616027832,0.4213768541812897,,,17.834196090698242,0.1803891956806183
5067,433834195624,747440101.0,27.387,-0.316,2.7,40.3,0.0,no,no,0.34,0.09,27.06,17.15,0.0,0.0,0.0,0.0,0.98,0.23,34.78,17.44,-999.0,-999.0,-999.0,no,1237663783672480191,27.388,-0.316,0.97,2.58,no,22.43,0.25,21.72,0.07,21.1,0.06,20.53,0.05,20.01,0.12,,,-999.0,,J014933.16-001859.2,27.39,-0.32,0.22,0.22,0.9731,2.66,16.55,0.07,14.7,16.49,0.27,4.1,12.3,,0.8,8.82,,0.6,no,no,433834195624,27.388,-0.316,0.927,3.2,19.54,0.13,18.94,0.15,,,17.87,0.19,no,472469140544,27.388,-0.316,0.969,2.6,19.04,0.06,18.32,0.05,17.63,0.08,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.388356055932103,-0.31639971069669126,,,2005.924036440794,0.03157563880085945,0.03823809698224068,0.028070742264389992,0.0182507187128067,0.01136723067611456,1,2.5515248775482178,19.377399444580078,0.26521047949790955,19.484331130981445,0.3254840075969696,,,19.544309616088867,0.13277825713157654,18.674213409423828,0.16241195797920227,18.674213409423828,0.16241195797920227,,,18.943849563598633,0.14740031957626343,,,,,,,,,18.128889083862305,0.4524153769016266,18.11141014099121,0.459573894739151,,,17.867225646972656,0.18611757457256317
5068,433830732309,747440101.0,27.394,0.173,4.7,108.7,0.0,no,no,0.26,0.09,14.76,9.41,1.18,0.55,11.84,6.16,1.04,0.27,26.54,16.38,0.0,0.0,43.16,no,1237663784209351666,27.394,0.174,0.94,2.12,no,22.44,0.29,22.13,0.11,20.92,0.06,19.99,0.04,19.62,0.1,4766075959206670336,GALAXY,0.578,11.0,J014934.58+001025.9,27.39,0.17,0.12,0.12,0.9768,2.06,15.68,0.04,24.9,15.48,0.11,10.1,12.23,0.33,3.3,9.19,,0.1,no,no,433830732309,27.394,0.174,0.916,2.28,18.99,0.07,18.58,0.09,17.51,0.08,16.77,0.06,no,472447343491,27.394,0.174,0.953,2.16,18.44,0.05,17.6,0.04,16.89,0.06,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.394139591236506,0.17396936613956526,,,2005.924036440794,0.03724761679768562,0.04510686174035072,0.03311312943696976,0.021529123187065125,0.013409142382442951,1,9.709471702575684,18.702110290527344,0.14711402356624603,18.72528839111328,0.17236952483654022,,,18.98809242248535,0.0690063089132309,18.2021484375,0.12366610020399094,18.327880859375,0.16806823015213013,,,18.583986282348633,0.09132448583841324,17.18212890625,0.14752338826656342,17.126953125,0.19784022867679596,,,17.50554847717285,0.07838129252195358,16.373620986938477,0.12403321266174316,16.435583114624023,0.1704360544681549,,,16.774658203125,0.06404570490121841
5070,433832471061,747440101.0,27.409,-0.017,2.8,124.8,0.0,no,no,0.38,0.11,20.41,17.21,0.0,0.0,0.0,0.0,1.17,0.28,28.03,19.26,-999.0,-999.0,-999.0,no,1237666407917552081,27.409,-0.017,0.96,1.57,no,23.08,0.49,22.92,0.16,22.38,0.16,21.7,0.12,21.05,0.26,,,-999.0,,J014938.24-000100.7,27.41,-0.02,0.19,0.21,0.9858,1.92,16.43,0.07,14.7,15.84,0.13,8.1,12.68,,0.2,8.83,,0.8,no,no,433832471061,27.409,-0.017,0.948,1.92,20.05,0.19,,,,,17.55,0.15,no,472447347488,27.409,-0.017,0.97,1.96,19.34,0.11,18.6,0.1,17.98,0.18,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.409454578666978,-0.0168896383010597,,,2005.924038384668,0.03373653441667557,0.04085494205355644,0.02999177947640419,0.01949971728026867,0.012145153246819973,1,1.161521553993225,19.53668212890625,0.2831553518772125,19.889787673950195,0.33351004123687744,,,20.050024032592773,0.18504337966442108,,,,,,,,,,,,,,,,,17.23162841796875,0.2135700285434723,17.385705947875977,0.3002450168132782,,,17.54972267150879,0.14527970552444458
5073,433834195575,747440101.0,27.416,-0.302,2.0,113.4,0.0,no,no,0.66,0.11,50.54,58.64,0.0,0.0,0.0,0.0,1.64,0.28,57.91,54.85,-999.0,-999.0,-999.0,no,1237663783672545420,27.416,-0.302,1.0,1.4,no,20.93,0.06,17.99,0.01,16.52,0.01,15.06,0.01,14.29,0.01,,,-999.0,,J014939.82-001807.8,27.42,-0.3,0.04,0.04,0.9968,1.71,11.86,0.02,49.2,11.68,0.02,51.0,11.84,0.22,5.0,8.85,,0.7,no,no,433834195575,27.416,-0.302,0.986,1.4,13.35,0.0,12.83,0.0,12.29,0.0,12.01,0.0,no,472469140139,27.416,-0.302,0.922,1.6,12.92,0.0,12.47,0.0,12.1,0.0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.415888786652147,-0.3020905912454632,,,2005.924036440794,0.03100549802184105,0.037547655403614044,0.02756388857960701,0.01792117767035961,0.011161979287862778,-1,0.3910326659679413,13.326415061950684,0.0018120240420103073,13.444877624511719,0.0019900179468095303,,,13.35435676574707,0.0018660303903743625,12.820311546325684,0.0015027421759441495,12.910923957824707,0.0018440753920003772,,,12.832168579101562,0.0014005432603880763,12.2815580368042,0.002011904725804925,12.272924423217773,0.0021878567058593035,,,12.293703079223633,0.0014896817738190293,12.022185325622559,0.002353200688958168,12.019288063049316,0.002412705449387431,,,12.014803886413574,0.0016801987076178193
